DateTime,Entries,UniqueIPs
1579561946,5962,5962
1579563851,5965,5965
1579565800,5781,5781
1579567705,5573,5573
1579569611,5247,5247
1579571526,4838,4838
1579573479,4599,4599
1579575370,4429,4429
1579577291,4329,4329
1579579231,4209,4209
1579581160,3999,3999
1579583060,3907,3907
1579584969,3644,3644
1579586894,3489,3489
1579588809,3271,3271
1579590760,3088,3088
1579592654,2900,2900
1579594611,2772,2772
1579596492,2508,2508
1579598410,2286,2286
1579600326,2087,2087
1579602251,1934,1934
1579604196,1742,1742
1579606089,1632,1632
1579608983,1314,1314
1579610897,2788,2788
1579612805,4120,4120
1579614726,5773,5773
1579616651,7516,7516
1579618566,8159,8159
1579620488,8154,8154
1579623371,8151,8151
1579625297,8152,8152
1579627220,8152,8152
1579629135,8146,8146
1579631054,8151,8151
1579634415,8188,8188
1579636352,8197,8197
1579638255,8195,8195
1579640166,8191,8191
1579642088,8191,8191
1579644027,8191,8191
1579645959,8183,8183
1579648108,8180,8180
1579650011,8173,8173
1579651933,8173,8173
1579653848,8173,8173
1579655795,8170,8170
1579657713,8170,8170
1579659628,8168,8168
1579661537,8181,8181
1579663473,8187,8187
1579665370,8152,8152
1579667543,8155,8155
1579669474,8152,8152
1579671390,8153,8153
1579673308,8152,8152
1579675211,8152,8152
1579677136,8144,8144
1579679062,8145,8145
1579680975,8144,8144
1579682891,8139,8139
1579684824,8284,8284
1579686727,8284,8284
1579688650,8287,8287
1579690580,8283,8283
1579692486,8284,8284
1579695382,8279,8279
1579697305,6528,6528
1579699213,4944,4944
1579701136,3059,3059
1579703092,1272,1272
1579704972,686,686
1579706906,687,687
1579708964,693,693
1579710826,697,697
1579712917,700,700
1579714824,692,692
1579716734,693,693
1579718672,692,692
1579720576,662,662
1579722513,640,640
1579724424,634,634
1579726341,632,632
1579728253,625,625
1579730186,621,621
1579732097,618,618
1579734034,620,620
1579735951,616,616
1579738824,624,624
1579740726,623,623
1579742651,623,623
1579744587,622,622
1579746485,619,619
1579748427,608,608
1579750358,606,606
1579752519,606,606
1579754413,600,600
1579756329,598,598
1579758258,596,596
1579760171,595,595
1579762338,587,587
1579764260,586,586
1579766175,582,582
1579768089,582,582
1579770031,591,591
1579771974,595,595
1579773887,436,436
1579775770,488,488
1579777731,552,552
1579779638,605,605
1579781567,624,624
1579783452,640,640
1579785420,705,705
1579787320,743,743
1579789212,778,778
1579791127,871,871
1579793055,954,954
1579794967,986,986
1579796894,999,999
1579798859,1017,1017
1579800739,1042,1042
1579802669,1069,1069
1579804576,1101,1101
1579806533,1133,1133
1579808414,1218,1218
1579810332,1250,1250
1579812255,1264,1264
1579814174,1292,1292
1579816095,1323,1323
1579818010,1360,1360
1579819950,1410,1410
1579821860,1424,1424
1579823768,1433,1433
1579825692,1501,1501
1579827673,1538,1538
1579829565,1586,1586
1579831702,1616,1616
1579833611,1673,1673
1579835551,1721,1721
1579837476,1779,1779
1579839375,1823,1823
1579841293,1875,1875
1579843212,1900,1900
1579845125,1928,1928
1579847053,1965,1965
1579848970,1988,1988
1579850898,2004,2004
1579853803,2049,2049
1579855691,2067,2067
1579857612,2117,2117
1579859555,2130,2130
1579861452,2127,2127
1579863379,2073,2073
1579865285,2014,2014
1579867237,2002,2002
1579869139,2067,2067
1579871305,2043,2043
1579873257,2007,2007
1579875136,1985,1985
1579877098,1918,1918
1579879000,1944,1944
1579881156,1890,1890
1579883053,1894,1894
1579884999,1939,1939
1579886895,1967,1967
1579889776,1957,1957
1579891695,1968,1968
1579893627,1950,1950
1579895528,1938,1938
1579897473,1965,1965
1579899371,1981,1981
1579901291,1977,1977
1579904191,1961,1961
1579906125,1948,1948
1579908013,1954,1954
1579909948,1951,1951
1579911851,1911,1911
1579913786,1906,1906
1579915689,1933,1933
1579917674,1969,1969
1579919534,1953,1953
1579921705,1923,1923
1579923613,1888,1888
1579925537,1853,1853
1579927465,1848,1848
1579929373,1854,1854
1579931308,1904,1904
1579933211,1912,1912
1579935128,1918,1918
1579937064,1924,1924
1579938969,1912,1912
1579940891,1913,1913
1579943790,1918,1918
1579945720,1941,1941
1579947609,1954,1954
1579949533,1974,1974
1579951467,2003,2003
1579953391,2043,2043
1579955288,2036,2036
1579958171,2077,2077
1579960107,2091,2091
1579962006,2103,2103
1579963939,2103,2103
1579965864,2066,2066
1579967769,2090,2090
1579969690,2103,2103
1579971663,2063,2063
1579973545,2031,2031
1579975714,2005,2005
1579977610,1969,1969
1579979542,1944,1944
1579981463,1858,1858
1579983376,1843,1843
1579985293,1775,1775
1579987221,1759,1759
1579989128,1738,1738
1579991059,1711,1711
1579992981,1678,1678
1579994887,1665,1665
1579996852,1648,1648
1579998736,1626,1626
1580000900,1594,1594
1580002810,1503,1503
1580004744,1472,1472
1580006652,1441,1441
1580008580,1431,1431
1580010503,1426,1426
1580012421,1413,1413
1580014331,1381,1381
1580016264,1347,1347
1580018169,1270,1270
1580020090,1239,1239
1580022971,1196,1196
1580024907,1182,1182
1580026811,1155,1155
1580028726,1109,1109
1580030661,1066,1066
1580032569,1008,1008
1580034509,965,965
1580037371,789,789
1580039302,923,923
1580041210,1095,1095
1580043127,1118,1118
1580045061,1101,1101
1580046969,1178,1178
1580048884,1218,1218
1580051771,1215,1215
1580053690,1211,1211
1580055638,1174,1174
1580057528,1176,1176
1580059449,1244,1244
1580061385,1268,1268
1580063288,1284,1284
1580065222,1406,1406
1580067168,1425,1425
1580069073,1479,1479
1580070970,1516,1516
1580072920,1579,1579
1580074811,1633,1633
1580076730,1782,1782
1580078972,1923,1923
1580080819,1928,1928
1580082726,1935,1935
1580084651,1953,1953
1580086580,1964,1964
1580088489,1978,1978
1580090453,2000,2000
1580092345,2019,2019
1580094511,2033,2033
1580096430,2042,2042
1580098336,2087,2087
1580100261,2120,2120
1580102196,2127,2127
1580104094,2131,2131
1580106018,2149,2149
1580107925,2200,2200
1580109853,2208,2208
1580111791,2228,2228
1580113688,2249,2249
1580115628,2263,2263
1580117546,2288,2288
1580119713,2301,2301
1580121615,2310,2310
1580123536,2311,2311
1580125465,2244,2244
1580127390,2044,2044
1580129535,2027,2027
1580131452,2038,2038
1580133387,1969,1969
1580135290,1950,1950
1580138189,1976,1976
1580140092,2003,2003
1580142026,2022,2022
1580143928,2021,2021
1580145848,1961,1961
1580147781,1979,1979
1580149687,1984,1984
1580151667,1896,1896
1580153549,1896,1896
1580155719,1855,1855
1580157612,1849,1849
1580159557,1796,1796
1580161452,1767,1767
1580163398,1651,1651
1580165307,1543,1543
1580167211,1562,1562
1580169143,1571,1571
1580171050,1567,1567
1580172985,1571,1571
1580174886,1574,1574
1580177775,1547,1547
1580179719,1522,1522
1580181612,1502,1502
1580183531,1489,1489
1580185467,1411,1411
1580187372,1400,1400
1580189291,1391,1391
1580191268,1388,1388
1580193136,1374,1374
1580195324,1365,1365
1580197217,1354,1354
1580199151,1339,1339
1580201052,1315,1315
1580202980,1314,1314
1580204908,1343,1343
1580206824,1324,1324
1580208732,1313,1313
1580210668,1300,1300
