DateTime,Entries,UniqueIPs
1579780090,8850,9085
1579782034,8851,9086
1579783956,8864,9099
1579785875,8868,9103
1579786202,9221,9462
1579787797,9226,9467
1579789687,9224,9465
1579791611,9235,9476
1579793536,9252,9492
1579795460,9606,9853
1579797369,9620,9866
1579799552,9630,9876
1579801455,9759,10007
1579803375,9779,10027
1579804202,10006,10257
1579805293,10014,10265
1579807207,10030,10281
1579809128,10026,10277
1579811057,10027,10278
1579812969,10130,10382
1579814892,10175,10421
1579815902,10379,10628
1579816806,10360,10609
1579818738,10354,10602
1579821145,10354,10602
1579821853,10315,10562
1579823101,10530,10787
1579824975,10508,10765
1579826889,10506,10763
1579828810,10511,10767
1579830726,7400,7599
1579831689,7397,7597
1579832653,7391,7591
1579834573,7389,7591
1579836491,7390,7592
1579837501,7565,7778
1579838413,7568,7781
1579839365,7552,7765
1579840346,7546,7760
1579842498,7541,7755
1579844411,7536,7750
1579846332,7632,7844
1579848249,7632,7844
1579848301,7860,8077
1579850175,7849,8066
1579852094,7837,8054
1579854036,7828,8045
1579855956,7972,8193
1579856402,8117,8340
1579857852,8116,8339
1579859769,8111,8334
1579860002,8242,8467
1579861715,8232,8457
1579863635,8232,8457
1579865557,8357,8585
1579867722,8483,8714
1579869611,8496,8727
1579870801,8635,8869
1579871561,8636,8870
1579873449,8635,8871
1579874402,8766,9002
1579875398,8761,8997
1579877296,8775,9011
1579878002,8916,9154
1579879207,8896,9134
1579881150,8888,9126
1579881602,9017,9255
1579883048,8994,9232
1579884993,8983,9221
1579886891,8970,9208
1579888811,8985,9222
1579890745,9173,9412
1579892912,9279,9523
1579894814,9278,9522
1579896985,9277,9520
1579898903,9267,9510
1579899601,9442,9691
1579900813,9445,9694
1579902730,9441,9691
1579904709,9439,9689
1579906108,9458,9715
1579906611,9455,9711
1579906802,9598,9856
1579908504,9587,9840
1579910426,9603,9856
1579912353,9605,9858
1579914254,9616,9869
1579916186,6175,6341
1579918103,6172,6338
1579920015,6145,6309
1579921944,6233,6406
1579922101,6368,6547
1579923856,6380,6560
1579925772,6370,6549
1579927694,6375,6554
1579929607,6539,6730
1579931535,6540,6731
1579933462,6545,6736
1579935375,6562,6753
1579936502,6732,6933
1579937286,6729,6930
1579939228,6737,6938
