DateTime,AddedIPs,RemovedIPs
1579093919,7,8
1579095912,1536,1280
1579097529,6,7
1579101133,12,5
1579104731,3,3
1579106712,256,512
1579108275,3,3
1579111933,4,4
1579113912,768,512
1579115514,4,10
1579119121,6,4
1579121112,256,256
1579122697,8,9
1579126306,6,6
1579129212,256,256
1579129906,6,2
1579134612,256,256
1579137317,21,4
1579140723,12,7
1579144368,6,19
1579147921,5,9
1579149011,256,256
1579151516,6,6
1579155118,3,5
1579158715,7,7
1579162294,4100,267270
1579165897,6,8
1579169524,12,5
1579173089,10,3
1579176710,5,3
1579179004,80896,6656
1579180313,5,8
1579183910,5,9
1579187499,3,4
1579191100,8,6
1579194715,4,4
1579194910,1024,1280
1579198297,4,7
1579201927,4,8
1579203911,768,768
1579205485,3,7
1579209120,9,14
1579211110,256,256
1579212717,10,3
1579216288,9,1
1579219922,10,5
1579221010,256,256
1579223610,17,4
1579227123,14,3
1579230707,5,12
1579234318,3,30
1579238111,7,6
1579241510,6,2
1579245156,7,12
1579248706,9,7
1579252513,12,12
1579255929,11,7
1579259554,4,7
1579263110,8,4
1579265404,2816,17920
1579266719,5,5
1579270343,5,9
1579273914,5,9
1579277518,5,10
1579281116,7,3
1579283111,1792,1536
1579284744,5,4
1579288308,6,6
1579291939,9,3
1579292349,256,256
1579295594,4,6
1579299111,6,8
1579302058,256,256
1579302697,6,16
1579306339,12,4
1579309999,17,5
1579313544,11,6
1579317155,11,8
1579320791,3,28
1579324341,9,8
1579327962,5,8
1579331566,1,4
1579335183,6,2
1579338768,2,1
1579342359,2,4
1579345954,3,5
1579349572,5,12
1579351804,14592,11520
1579353153,9,5
1579355123,1536,1792
1579356774,2,5
1579360358,5,6
1579363962,10,8
1579367531,6,3
1579368623,512,512
1579371165,4,4
1579374742,6,2
1579377690,256,256
1579378348,5,7
1579381986,6,6
1579383023,256,0
1579385549,6,7
1579389166,6,11
1579392768,11,5
1579396388,26,5
1579396504,256,256
1579399960,2,7
1579403574,6,13
1579407150,12,15
1579410779,12,2
1579414393,4,4
1579417962,1,6
1579421580,6,3
1579425151,2,8
1579428753,5,4
1579432360,9,1
1579435966,4,7
1579438204,5120,18176
1579439556,7,3
1579443172,1,3
1579446749,3,7
1579447994,768,1024
1579450374,4,9
1579453937,5,6
1579455924,0,256
1579457578,4,4
1579461178,6,5
1579464748,6,5
1579468357,4,5
1579471992,5,7
1579474867,512,512
1579475557,7,5
1579479147,10,4
1579482943,256,0
1579482977,17,3
1579486410,4,3
1579490026,7,6
1579493568,5,25
1579497245,5,8
1579500738,3,12
1579504364,6,6
1579507953,7,3
1579511589,3,8
1579515147,9,5
1579518774,12,4
1579522326,10,7
1579524604,14592,0
1579525953,7,5
1579527020,768,768
1579529525,3,14
1579533154,7,7
1579534218,512,768
1579536751,8,9
1579540376,9,7
1579543280,256,256
1579543946,3,7
1579547556,5,6
1579550463,256,256
1579551164,8,2
1579554775,4,3
1579555810,256,0
1579558341,3,5
1579559413,256,256
1579561982,6,2
1579564818,256,256
1579565611,20,6
1579567511,512,512
1579569155,7,5
1579569310,256,256
1579572838,6,7
1579572911,256,256
1579576381,13,24
1579579981,8,6
1579583561,7,5
1579587173,4,11
1579590766,3,8
1579594362,9,15
1579597948,12,7
1579601588,8,5
1579605145,12,4
1579608779,3,7
1579611005,1280,11776
1579612389,11,8
1579615976,5,4
1579619605,5,7
1579620611,1280,1024
1579623166,8,6
1579626766,4,3
1579630355,4,3
1579633969,5,7
1579635910,768,1024
1579637715,1,2
1579641151,4,7
1579644734,6,4
1579648382,3,6
1579651954,10,6
1579653011,512,512
1579655553,10,9
1579659143,10,14
1579661111,256,256
1579662768,8,6
1579666365,2,26
1579669941,2,9
1579673547,8,5
1579677137,5,4
1579680763,7,2
1579684332,5,2
1579687976,4,5
1579690811,1280,1536
1579691513,3,5
1579692612,256,256
1579695129,5,4
1579697404,2048,12032
1579698744,5,5
1579702349,3,4
1579705933,5,7
1579707199,512,512
1579709543,7,6
1579711512,256,0
1579713149,4,5
1579716756,5,12
1579720324,6,6
1579723223,768,768
1579724116,10,2
1579727566,5,3
1579731147,4,9
1579734746,8,7
1579738402,20,8
1579742004,3,4
1579745565,7,4
1579749149,1031,62230
1579752767,7,8
1579756278,9,10
1579759900,6,5
1579763489,5,6
1579763988,512,512
1579767103,7,7
1579770728,8,6
1579774280,5,4
1579777906,13,3
1579781491,7,12
1579783804,0,3840
1579785111,8,6
1579788712,4,13
1579788911,1792,1792
1579792291,2,5
1579795884,10,8
1579799510,5,4
1579800715,1024,1024
1579803096,4,6
1579806727,7,5
1579810322,4,6
1579814111,8,10
1579817495,8,3
1579821130,3,1
1579824715,6,1
1579828324,13,3
1579831909,2,11
1579835522,7,11
1579839097,10,22
1579842014,256,256
1579842743,5,7
1579846328,9,4
1579849929,6,7
1579853517,9,7
1579857125,8,6
1579860735,5,6
1579864307,4,7
1579867939,3,6
1579870203,10240,24576
1579871513,5,5
1579875126,9,3
1579878738,5,8
1579878911,768,768
1579882299,6,6
1579885211,256,256
1579885909,8,2
1579889547,4,9
1579893113,4,6
1579896701,3,5
1579900332,6,6
1579903934,3,2
1579907511,10,3
1579911112,8,10
1579914768,21,5
1579915360,768,768
1579918331,10,4
1579921931,7,9
1579925551,9,8
1579929104,512,512
1579929110,5,3
1579932727,5,6
1579936303,6,8
1579939879,1,8
1579943522,516,12
1579947110,4,6
1579950680,16,3
1579954324,6,3
1579956604,1792,16640
1579957897,4,7
1579961523,3,4
1579965132,4,13
1579967111,768,1024
1579968700,13,8
1579969811,256,256
1579972307,6,2
1579975906,5,5
1579979528,7,5
