DateTime,Entries,UniqueIPs
1579560976,122,122
1579562924,123,123
1579565024,127,127
1579566975,127,127
1579568897,126,126
1579570844,126,126
1579572766,124,124
1579574681,123,123
1579576611,120,120
1579578559,120,120
1579580418,122,122
1579582338,122,122
1579584256,125,125
1579586184,119,119
1579588100,119,119
1579590181,116,116
1579592181,117,117
1579594096,118,118
1579596017,116,116
1579597932,117,117
1579601779,116,116
1579603719,113,113
1579605616,116,116
1579607538,114,114
1579609453,114,114
1579611373,115,115
1579613294,112,112
1579615342,114,114
1579617379,110,110
1579619575,106,106
1579621596,105,105
1579623621,105,105
1579625553,107,107
1579627470,106,106
1579629379,105,105
1579631302,106,106
1579634424,103,103
1579636360,103,103
1579638274,98,98
1579640175,96,96
1579642097,99,99
1579644319,103,103
1579646194,101,101
1579648116,100,100
1579650045,97,97
1579651945,92,92
1579653857,93,93
1579655803,94,94
1579657723,98,98
1579659639,98,98
1579661547,97,97
1579663483,98,98
1579665378,94,94
1579667555,96,96
1579669576,92,92
1579671404,93,93
1579673316,93,93
1579675235,94,94
1579677146,93,93
1579679074,92,92
1579680996,90,90
1579682902,90,90
1579684843,91,91
1579686742,92,92
1579688664,91,91
1579690590,91,91
1579692502,90,90
1579695396,91,91
1579697340,89,89
1579699230,89,89
1579701163,86,86
1579703114,88,88
1579704987,90,90
1579706929,91,91
1579709115,91,91
1579711241,90,90
1579713152,91,91
1579715098,89,89
1579716988,88,88
1579719149,87,87
1579721084,89,89
1579722998,88,88
1579724902,91,91
1579727162,91,91
1579728983,84,84
1579730943,82,82
1579732837,82,82
1579734741,82,82
1579736749,84,84
1579738580,86,86
1579740520,84,84
1579742482,84,84
1579744362,78,78
1579746270,79,79
1579748207,85,85
1579750102,84,84
1579752273,85,85
1579754177,85,85
1579756135,89,89
1579758053,86,86
1579759976,89,89
1579761892,92,92
1579763783,90,90
1579765698,89,89
1579767642,92,92
1579769562,91,91
1579771485,90,90
1579773378,89,89
1579775300,89,89
1579777555,89,89
1579779390,88,88
1579781576,87,87
1579783462,87,87
1579785433,90,90
1579787343,91,91
1579789244,91,91
1579791220,90,90
1579793066,91,91
1579795006,89,89
1579796906,92,92
1579799132,88,88
1579800984,90,90
1579802902,89,89
1579804823,90,90
1579807024,92,92
1579808902,95,95
1579810832,93,93
1579812748,90,90
1579814665,91,91
1579816600,93,93
1579818500,91,91
1579820775,90,90
1579822599,89,89
1579824498,87,87
1579826419,92,92
1579828350,92,92
1579830257,94,94
1579832206,96,96
1579834125,91,91
1579836033,91,91
1579837945,91,91
1579839897,90,90
1579841808,90,90
1579843726,92,92
1579845932,94,94
1579847799,93,93
1579849723,89,89
1579851628,90,90
1579853553,85,85
1579855481,85,85
1579857423,86,86
1579859323,87,87
1579861221,89,89
1579863145,88,88
1579865087,88,88
1579866981,86,86
1579868899,87,87
1579871156,87,87
1579873105,84,84
1579874946,86,86
1579876843,85,85
1579878767,86,86
1579880802,86,86
1579882836,85,85
1579884742,86,86
1579886661,83,83
1579888607,85,85
1579890499,86,86
1579892746,89,89
1579894831,89,89
1579897002,90,90
1579898923,93,93
1579900828,94,94
1579902745,96,96
1579904727,98,98
1579906633,100,100
1579908675,100,100
1579910774,102,102
1579912580,99,99
1579914764,96,96
1579916661,93,93
1579918582,96,96
1579920527,97,97
1579922457,97,97
1579924359,97,97
1579926261,96,96
1579928242,102,102
1579930102,99,99
1579932343,96,96
1579934192,97,97
1579936107,101,101
1579938039,105,105
1579939978,109,109
1579941859,111,111
1579943848,114,114
1579945748,117,117
1579947647,115,115
1579949560,115,115
1579951506,115,115
1579953405,119,119
1579955300,120,120
1579957513,121,121
1579959410,124,124
1579961319,123,123
1579963257,123,123
1579965168,130,130
1579967071,132,132
1579968986,133,133
1579970928,135,135
1579972835,137,137
1579974752,138,138
1579976698,138,138
1579978623,131,131
1579980544,129,129
1579982726,129,129
1579984598,135,135
1579986512,133,133
1579988428,132,132
1579990362,137,137
1579992286,136,136
1579994186,139,139
1579996109,136,136
1579998272,139,139
1580000183,141,141
1580002115,146,146
1580004373,141,141
1580006189,141,141
1580008131,140,140
1580010035,141,141
1580011974,142,142
1580013859,141,141
1580015787,139,139
1580017718,141,141
1580019690,145,145
1580021535,146,146
1580023475,143,143
1580025392,145,145
1580027298,144,144
1580029529,145,145
1580031388,141,141
1580033307,148,148
1580037155,151,151
1580039096,153,153
1580040990,150,150
1580042991,149,149
1580044821,149,149
1580046737,149,149
1580048670,149,149
1580050578,145,145
1580052498,140,140
1580054736,142,142
1580056584,141,141
1580058529,139,139
1580060438,136,136
1580062342,135,135
1580064276,135,135
1580066205,139,139
1580068107,139,139
1580070036,138,138
1580071937,140,140
1580073864,137,137
1580075829,137,137
1580077696,136,136
1580079862,135,135
1580081775,140,140
1580083720,139,139
1580085622,141,141
1580087539,145,145
1580089535,145,145
1580091386,147,147
1580093301,146,146
1580095235,150,150
1580097145,151,151
1580099059,155,155
1580100986,154,154
1580102893,154,154
1580105079,151,151
1580106981,146,146
1580108917,145,145
1580110825,140,140
1580112741,142,142
1580114671,140,140
1580116580,141,141
1580118745,139,139
1580120667,137,137
1580122595,136,136
1580124506,136,136
1580127420,133,133
1580129549,135,135
1580131489,134,134
1580133405,131,131
1580135301,131,131
1580137497,129,129
1580139374,130,130
1580142263,131,131
1580144191,130,130
1580146097,131,131
1580148282,133,133
1580150180,132,132
1580152147,133,133
1580154024,131,131
1580155937,129,129
1580157880,125,125
1580159779,125,125
1580161710,127,127
1580163619,129,129
1580165549,130,130
1580167454,124,124
1580169375,121,121
1580171329,119,119
1580173482,114,114
1580175380,111,111
1580177322,109,109
1580179246,109,109
1580181170,106,106
1580183060,105,105
1580184983,105,105
1580186920,99,99
1580188817,97,97
1580190734,101,101
1580192679,103,103
1580194628,105,105
1580196503,105,105
1580199632,104,104
1580201534,106,106
1580203471,104,104
1580205380,103,103
1580207305,103,103
1580211387,98,98
1580213302,101,101
1580215215,102,102
1580217160,102,102
1580219054,102,102
1580221013,104,104
1580222906,107,107
1580224831,111,111
1580226771,107,107
1580228675,111,111
1580230617,110,110
1580232529,107,107
1580234587,107,107
1580236821,107,107
1580238995,102,102
1580240897,102,102
1580242826,104,104
1580244729,108,108
1580246664,109,109
1580248591,109,109
1580250489,111,111
1580253384,111,111
1580255295,114,114
1580257224,115,115
1580259130,117,117
1580261051,120,120
1580262986,123,123
1580264892,127,127
1580266956,127,127
1580268767,130,130
1580270740,134,134
1580272572,133,133
1580274515,134,134
1580276412,133,133
1580278336,130,130
1580280267,131,131
1580282177,131,131
1580284100,131,131
1580286023,131,131
1580287951,131,131
1580289860,131,131
1580291787,132,132
1580293693,131,131
1580295823,132,132
1580297781,133,133
1580299716,130,130
1580301616,127,127
1580303559,128,128
1580305456,128,128
1580307377,129,129
1580309315,131,131
1580311226,126,126
1580315070,121,121
1580318908,123,123
1580321050,126,126
1580322993,124,124
1580324903,126,126
1580326817,128,128
1580328751,129,129
1580330657,126,126
1580332584,124,124
1580334511,121,121
1580336414,117,117
1580338333,118,118
1580340269,117,117
1580342178,114,114
1580344136,112,112
1580346243,110,110
1580348215,107,107
1580350109,102,102
1580352018,102,102
1580353947,104,104
1580355869,100,100
1580357774,102,102
1580359714,104,104
1580361616,106,106
1580363544,103,103
1580365475,102,102
1580367379,105,105
1580369304,105,105
1580371458,106,106
1580373386,104,104
1580375296,104,104
1580377214,104,104
1580379147,104,104
1580381056,104,104
1580383224,105,105
1580385144,109,109
1580387062,111,111
1580388987,110,110
1580390917,110,110
1580393143,111,111
1580394973,107,107
1580396799,104,104
1580398607,104,104
1580402417,107,107
1580404367,107,107
1580406374,108,108
1580408218,108,108
1580410098,110,110
1580412032,113,113
1580413936,109,109
1580415857,110,110
1580417789,109,109
1580419695,108,108
1580421995,115,115
1580424013,115,115
1580425936,116,116
1580427862,118,118
1580429774,122,122
1580431698,125,125
1580433622,125,125
1580435532,126,126
1580437463,127,127
1580439376,128,128
1580441296,129,129
1580443267,126,126
1580445132,127,127
1580447089,126,126
1580449002,131,131
1580450901,135,135
1580452816,135,135
1580454740,132,132
1580456683,134,134
1580458583,133,133
1580460767,128,128
1580462658,130,130
1580464592,134,134
1580466506,134,134
1580468754,133,133
1580470575,133,133
1580472524,131,131
1580474445,132,132
1580476368,129,129
1580478263,129,129
1580480181,128,128
1580482121,128,128
1580484020,127,127
1580487892,125,125
1580489901,127,127
1580491977,130,130
1580494037,127,127
1580496071,126,126
1580497971,122,122
1580499883,123,123
1580501783,123,123
1580503700,124,124
1580505633,125,125
1580507568,126,126
1580509482,121,121
1580513300,116,116
1580515386,115,115
1580517374,114,114
1580519316,115,115
1580521240,115,115
1580523152,111,111
1580525068,110,110
1580526976,106,106
1580528906,104,104
1580530819,105,105
1580532736,105,105
1580534683,105,105
1580536603,102,102
1580538501,103,103
1580541431,107,107
1580543310,107,107
1580545227,108,108
1580547170,110,110
1580549135,110,110
1580550990,108,108
1580552924,108,108
1580555171,110,110
